EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
1285,3,3,2,Research & Development,Laboratory Technician,2,4444,4,No,3,15,11,8,5,Entry
1286,4,3,1,Research & Development,Laboratory Technician,3,2154,0,Yes,3,5,4,2,0,Entry
1288,3,4,5,Research & Development,Manager,1,19190,1,No,3,26,25,9,14,Senior
1289,3,2,2,Human Resources,Human Resources,2,4490,4,No,3,14,10,9,1,Intermediate
1291,3,3,1,Research & Development,Research Scientist,3,3506,0,Yes,3,4,3,2,2,Entry
1292,2,4,2,Research & Development,Research Scientist,2,2372,6,Yes,3,18,1,0,0,Senior
1293,4,2,3,Sales,Sales Executive,4,10231,3,No,3,23,21,7,15,Senior
1294,3,3,2,Research & Development,Manufacturing Director,2,5410,9,Yes,3,18,16,14,5,Senior
1295,1,3,3,Research & Development,Healthcare Representative,4,7978,1,No,3,10,10,7,0,Intermediate
1296,4,2,1,Research & Development,Laboratory Technician,4,3867,1,Yes,3,2,2,2,2,Entry
1297,2,2,1,Research & Development,Laboratory Technician,3,2838,0,No,3,8,7,0,7,Entry
1298,3,3,2,Research & Development,Manufacturing Director,3,4695,7,Yes,3,10,8,4,1,Intermediate
1299,2,3,1,Research & Development,Laboratory Technician,3,3339,3,Yes,3,10,7,7,7,Intermediate
1301,4,3,1,Research & Development,Research Scientist,1,2080,2,No,3,5,3,2,1,Entry
1303,4,3,1,Research & Development,Research Scientist,2,2096,1,No,3,2,2,2,2,Entry
1304,3,4,2,Sales,Sales Executive,4,6209,1,No,3,10,10,7,0,Intermediate
1306,2,3,5,Research & Development,Manager,2,18061,3,No,4,22,0,0,0,Senior
1307,3,2,4,Research & Development,Manager,2,17123,6,Yes,3,21,19,9,15,Senior
1308,1,3,1,Research & Development,Research Scientist,3,2372,1,No,3,2,2,2,2,Entry
1309,4,3,2,Research & Development,Laboratory Technician,3,4883,1,No,3,10,10,4,1,Intermediate
1310,3,3,1,Research & Development,Research Scientist,1,3904,0,No,3,6,5,2,0,Entry
1311,1,2,2,Research & Development,Laboratory Technician,4,4627,0,No,3,10,9,2,6,Intermediate
1312,4,3,3,Research & Development,Healthcare Representative,3,7094,3,No,3,10,7,7,1,Intermediate
1314,4,3,1,Human Resources,Human Resources,1,3423,6,No,3,10,7,6,5,Intermediate
1315,3,1,2,Research & Development,Laboratory Technician,4,6674,0,No,3,10,9,8,7,Intermediate
1317,4,3,4,Research & Development,Research Director,1,16880,4,Yes,3,25,3,2,1,Senior
1318,4,2,3,Sales,Sales Executive,2,9094,2,Yes,3,9,5,4,1,Entry
1319,2,3,3,Sales,Sales Executive,2,8446,9,Yes,3,10,8,7,7,Intermediate
1321,2,3,3,Research & Development,Manager,1,11916,1,Yes,4,9,9,1,0,Entry
1322,1,3,2,Research & Development,Manufacturing Director,3,4534,0,No,3,9,8,7,1,Entry
1324,4,3,3,Sales,Sales Executive,3,9852,1,Yes,3,10,10,8,9,Intermediate
1329,3,1,2,Sales,Sales Executive,2,6151,1,No,3,19,19,2,11,Senior
1331,4,3,1,Sales,Sales Representative,2,2302,1,Yes,3,3,3,2,2,Entry
1333,1,3,1,Research & Development,Laboratory Technician,1,2362,4,No,3,10,3,2,1,Intermediate
1334,3,3,4,Research & Development,Manager,3,17861,0,Yes,3,21,20,8,2,Senior
1336,4,1,5,Research & Development,Manager,3,19187,4,No,3,23,19,9,9,Senior
1338,4,3,5,Human Resources,Manager,2,19717,6,No,3,36,7,3,7,Senior
1340,3,3,1,Research & Development,Research Scientist,3,3544,9,No,3,6,4,2,0,Entry
1344,4,3,3,Research & Development,Healthcare Representative,4,8500,0,No,3,10,9,7,1,Intermediate
1346,3,3,2,Research & Development,Research Scientist,4,4661,1,No,3,9,9,8,8,Entry
1349,3,3,2,Sales,Sales Executive,1,4103,0,No,3,10,9,3,1,Intermediate
1350,3,3,2,Research & Development,Research Scientist,3,4249,1,Yes,3,9,9,6,1,Entry
1352,3,3,4,Human Resources,Manager,2,14026,1,Yes,3,33,33,9,0,Senior
1355,2,3,2,Sales,Sales Executive,1,6893,3,No,3,11,7,7,1,Intermediate
1356,3,3,2,Sales,Sales Executive,1,6125,1,No,3,10,10,8,9,Intermediate
1358,4,3,1,Research & Development,Laboratory Technician,4,3669,3,No,3,7,3,2,1,Entry
1360,3,2,3,Research & Development,Manufacturing Director,1,10008,7,Yes,3,31,10,9,5,Senior
1361,2,3,1,Research & Development,Laboratory Technician,2,2387,3,No,4,7,4,2,0,Entry
1362,1,4,2,Sales,Sales Executive,1,4639,2,No,3,17,15,7,6,Senior
1363,4,3,3,Research & Development,Manufacturing Director,4,7898,1,No,3,11,10,9,0,Intermediate
1364,3,4,1,Sales,Sales Representative,4,2534,8,No,3,5,1,0,0,Entry
1367,4,2,4,Research & Development,Manufacturing Director,2,13142,3,No,3,29,5,2,0,Senior
1368,4,3,1,Research & Development,Laboratory Technician,4,1611,1,No,3,0,0,0,0,Entry
1369,4,2,2,Research & Development,Laboratory Technician,4,5363,0,No,3,10,9,7,0,Intermediate
1371,4,1,2,Sales,Sales Executive,4,5071,3,No,4,8,6,2,0,Entry
1372,1,4,4,Sales,Sales Executive,3,13695,6,Yes,3,24,19,7,3,Senior
1373,4,3,4,Research & Development,Manufacturing Director,2,13402,4,Yes,3,33,19,16,15,Senior
1374,1,2,1,Research & Development,Research Scientist,3,2029,1,No,4,5,5,4,0,Entry
1375,2,4,2,Research & Development,Healthcare Representative,3,6377,5,No,4,15,12,11,11,Entry
1377,2,3,2,Research & Development,Laboratory Technician,3,5429,4,No,3,10,8,7,7,Intermediate
1379,3,2,1,Sales,Sales Representative,4,2785,7,No,3,3,1,0,0,Entry
1380,4,3,2,Sales,Sales Executive,3,4614,0,Yes,3,5,4,2,3,Entry
1382,4,4,1,Research & Development,Research Scientist,3,2610,1,No,3,4,4,2,0,Entry
1383,3,3,2,Research & Development,Healthcare Representative,4,6687,1,No,3,14,14,11,4,Intermediate
1387,3,2,2,Sales,Sales Executive,1,4724,1,No,3,5,5,3,0,Entry
1389,4,3,2,Research & Development,Manufacturing Director,3,6179,1,Yes,3,10,10,2,6,Intermediate
1390,1,2,2,Sales,Sales Executive,4,6120,3,Yes,3,8,5,4,1,Entry
1391,2,3,3,Sales,Sales Executive,2,10596,2,No,3,14,4,2,3,Intermediate
1392,4,3,2,Research & Development,Research Scientist,4,5467,3,Yes,3,12,6,2,3,Intermediate
1394,3,3,1,Research & Development,Research Scientist,3,2996,7,Yes,3,8,6,4,1,Entry
1395,2,3,2,Sales,Sales Executive,4,9998,6,No,3,8,5,4,1,Entry
1396,3,3,2,Sales,Sales Executive,2,4078,0,Yes,3,4,3,2,1,Entry
1397,3,3,3,Research & Development,Healthcare Representative,3,10920,3,No,4,13,6,4,0,Intermediate
1399,1,4,2,Sales,Sales Executive,3,6232,2,No,3,6,3,2,1,Entry
1401,4,4,4,Research & Development,Manufacturing Director,3,13247,2,Yes,3,24,5,3,0,Senior
1402,1,2,2,Research & Development,Research Scientist,3,4081,1,Yes,3,20,20,7,1,Senior
1403,4,2,2,Sales,Sales Executive,4,5769,1,Yes,3,6,6,2,4,Entry
1405,4,3,1,Research & Development,Research Scientist,3,2394,1,Yes,3,8,8,2,7,Entry
1407,1,2,1,Research & Development,Research Scientist,4,3904,0,No,3,5,4,3,1,Entry
1408,3,3,4,Human Resources,Manager,1,16799,0,No,3,21,20,7,0,Senior
1409,3,3,1,Research & Development,Laboratory Technician,1,2950,9,No,3,12,5,4,0,Intermediate
1411,1,3,1,Research & Development,Laboratory Technician,3,3629,4,No,3,8,3,2,0,Entry
1412,3,3,3,Research & Development,Manufacturing Director,4,9362,2,No,3,10,2,2,2,Intermediate
1415,1,3,1,Research & Development,Laboratory Technician,4,3229,4,No,3,7,3,2,0,Entry
1417,3,4,1,Research & Development,Laboratory Technician,1,3578,0,No,3,8,7,7,0,Entry
1419,2,2,3,Human Resources,Human Resources,1,7988,1,No,3,10,10,9,0,Intermediate
1420,1,2,2,Research & Development,Laboratory Technician,1,4284,3,No,4,20,4,3,1,Senior
1421,3,3,3,Research & Development,Healthcare Representative,4,7553,0,Yes,3,9,8,7,7,Entry
1422,4,3,4,Research & Development,Research Director,4,17328,6,No,3,29,20,7,12,Senior
1423,4,3,5,Research & Development,Research Director,1,19701,3,Yes,4,32,9,8,1,Senior
1424,2,4,4,Research & Development,Research Director,4,14732,2,No,3,31,7,7,0,Senior
1425,1,3,2,Sales,Sales Executive,2,9278,3,Yes,3,15,5,4,0,Entry
1427,2,1,1,Sales,Sales Representative,3,1359,1,No,3,1,1,0,0,Entry
1428,4,3,2,Sales,Sales Executive,1,4779,7,No,3,8,3,2,0,Entry
1430,1,3,4,Research & Development,Research Director,2,16422,3,No,3,9,3,2,1,Entry
1431,4,3,1,Research & Development,Research Scientist,1,2996,5,No,3,10,4,3,1,Intermediate
1433,1,2,1,Research & Development,Research Scientist,2,1261,1,No,3,1,1,0,0,Entry
1434,2,3,1,Research & Development,Laboratory Technician,1,2099,0,No,3,6,5,0,1,Entry
1435,1,2,2,Research & Development,Laboratory Technician,4,5810,1,No,3,10,10,4,1,Intermediate
1436,3,2,2,Sales,Sales Executive,1,5647,4,No,3,11,3,2,0,Intermediate
1438,1,3,1,Research & Development,Research Scientist,4,3420,7,No,3,17,6,5,1,Senior
1439,1,2,1,Sales,Sales Representative,1,4400,3,No,3,6,3,2,2,Entry
1440,3,4,1,Research & Development,Laboratory Technician,3,3500,0,No,3,7,6,5,1,Entry
1441,1,3,1,Research & Development,Research Scientist,1,2066,2,No,4,5,3,2,1,Entry
1443,1,3,4,Research & Development,Research Director,3,17169,3,No,3,26,20,17,5,Senior
1445,4,3,2,Sales,Sales Executive,3,4162,1,Yes,3,5,5,4,0,Entry
1446,4,3,2,Sales,Sales Executive,4,9204,4,No,3,7,4,3,0,Entry
1447,4,2,1,Research & Development,Laboratory Technician,2,3294,5,No,3,7,5,4,0,Entry
1448,2,4,1,Research & Development,Research Scientist,3,2127,2,Yes,3,7,4,2,0,Entry
1449,3,3,2,Research & Development,Laboratory Technician,3,3975,3,No,3,11,8,7,0,Intermediate
1453,1,3,3,Sales,Sales Executive,4,10793,1,No,3,13,13,7,9,Intermediate
1457,1,3,3,Sales,Sales Executive,4,10096,4,No,3,28,7,7,4,Senior
1458,1,2,1,Research & Development,Laboratory Technician,1,3646,2,Yes,4,11,1,0,0,Intermediate
1459,3,4,3,Research & Development,Manufacturing Director,2,7446,1,No,3,10,10,8,4,Intermediate
1460,2,1,3,Research & Development,Healthcare Representative,1,10851,2,Yes,3,24,7,7,0,Senior
1461,4,4,1,Human Resources,Human Resources,2,2109,9,No,3,8,3,2,0,Entry
1464,2,3,1,Research & Development,Laboratory Technician,4,3722,6,Yes,3,7,2,2,2,Entry
1465,2,3,3,Research & Development,Manufacturing Director,4,9380,4,Yes,3,10,3,1,1,Intermediate
1466,3,3,2,Sales,Sales Executive,1,5486,4,No,3,15,2,2,2,Entry
1467,1,3,1,Human Resources,Human Resources,3,2742,1,No,3,2,2,2,2,Entry
1468,4,2,3,Research & Development,Research Director,2,13757,2,No,3,16,9,8,4,Senior
1469,4,3,2,Sales,Sales Executive,1,8463,0,No,3,6,5,4,1,Entry
1471,3,2,1,Research & Development,Laboratory Technician,3,3162,3,No,3,7,5,2,0,Entry
1472,4,4,4,Research & Development,Research Director,2,16598,4,No,3,35,9,8,8,Senior
1473,1,3,2,Research & Development,Healthcare Representative,3,6651,2,No,3,20,3,2,1,Senior
1474,3,3,1,Research & Development,Research Scientist,3,2345,2,No,3,8,3,1,1,Entry
1475,4,3,1,Research & Development,Research Scientist,2,3420,1,No,3,6,5,2,1,Entry
1477,4,3,2,Sales,Sales Executive,1,4373,0,No,3,5,4,3,0,Entry
1478,4,1,2,Sales,Sales Executive,1,4759,3,No,3,15,13,9,3,Entry
1479,4,3,2,Sales,Sales Executive,3,5301,8,No,3,4,2,1,2,Entry
1480,1,3,1,Research & Development,Laboratory Technician,4,3673,1,No,3,12,12,9,5,Intermediate
1481,1,3,2,Sales,Sales Executive,3,4768,7,No,3,11,1,0,0,Intermediate
1482,3,3,1,Research & Development,Research Scientist,3,1274,1,No,3,1,1,0,0,Entry
1483,2,4,2,Research & Development,Research Scientist,3,4900,0,No,4,13,12,9,2,Intermediate
1484,3,3,3,Research & Development,Healthcare Representative,2,10466,3,No,3,29,8,7,0,Senior
1485,2,3,4,Research & Development,Research Director,1,17007,7,No,3,16,14,8,6,Senior
1486,1,3,1,Sales,Sales Representative,3,2909,3,No,3,5,3,2,1,Entry
1487,1,3,2,Sales,Sales Executive,2,5765,5,No,3,7,5,3,0,Entry
1489,1,2,2,Sales,Sales Executive,2,4599,0,Yes,4,16,15,9,10,Senior
1492,4,3,1,Sales,Sales Representative,3,2404,1,No,3,1,1,0,0,Entry
1494,2,3,1,Research & Development,Laboratory Technician,1,3172,2,Yes,3,4,0,0,0,Entry
1495,4,3,1,Sales,Sales Representative,2,2033,1,No,3,1,1,0,0,Entry
1496,2,3,3,Research & Development,Manufacturing Director,3,10209,5,Yes,3,16,2,2,2,Senior
1497,3,2,2,Sales,Sales Executive,3,8620,1,No,3,10,10,7,0,Intermediate
1499,3,3,1,Human Resources,Human Resources,3,2064,0,No,4,6,5,3,1,Entry
1501,4,3,2,Research & Development,Healthcare Representative,3,4035,0,Yes,3,4,3,2,1,Entry
1502,1,2,1,Research & Development,Laboratory Technician,2,3838,8,No,3,8,5,4,0,Entry
1503,3,3,2,Sales,Sales Executive,3,4591,3,Yes,3,11,5,4,1,Intermediate
1504,3,2,1,Research & Development,Laboratory Technician,1,2561,7,No,3,8,0,0,0,Entry
1506,1,2,1,Research & Development,Research Scientist,3,1563,1,No,3,1,1,0,0,Entry
1507,3,3,2,Sales,Sales Executive,1,4898,0,No,3,5,4,2,1,Entry
1509,3,2,2,Research & Development,Laboratory Technician,1,4789,4,No,4,10,3,2,1,Intermediate
1513,4,3,1,Research & Development,Laboratory Technician,2,3180,0,No,3,4,3,2,0,Entry
1514,3,1,2,Research & Development,Manufacturing Director,2,6549,1,No,3,8,8,6,1,Entry
1515,4,3,2,Research & Development,Healthcare Representative,3,6388,2,Yes,3,14,0,0,0,Intermediate
1516,3,3,3,Research & Development,Manager,4,11244,2,No,4,10,5,2,0,Intermediate
1520,2,3,4,Research & Development,Manager,4,16032,3,No,4,26,14,9,1,Senior
1522,1,2,1,Research & Development,Research Scientist,1,2362,6,No,3,11,9,7,0,Intermediate
1523,4,3,4,Research & Development,Research Director,1,16328,3,No,3,24,20,6,14,Senior
1525,2,3,3,Research & Development,Manufacturing Director,2,8376,4,No,3,9,2,0,2,Entry
1527,3,3,4,Sales,Manager,2,16606,8,No,3,23,13,12,5,Senior
1529,4,2,3,Research & Development,Healthcare Representative,2,8606,1,No,3,11,11,8,3,Intermediate
1533,1,3,2,Research & Development,Laboratory Technician,3,2272,0,No,3,5,4,3,1,Entry
1534,4,3,1,Research & Development,Laboratory Technician,1,2018,3,No,3,15,5,4,1,Entry
1535,4,2,3,Sales,Sales Executive,3,7083,1,Yes,3,10,10,9,8,Intermediate
1537,4,3,1,Research & Development,Research Scientist,3,4084,1,No,3,7,7,2,7,Entry
1539,3,1,4,Research & Development,Research Director,4,14411,1,Yes,3,32,32,6,13,Senior
1541,2,3,1,Sales,Sales Representative,3,2308,0,Yes,4,12,11,10,5,Intermediate
1542,3,2,1,Research & Development,Laboratory Technician,2,4841,4,No,3,4,1,0,0,Entry
1543,1,3,2,Research & Development,Research Scientist,4,4285,1,No,3,10,10,8,3,Intermediate
1544,3,1,2,Research & Development,Healthcare Representative,1,9715,3,No,3,9,7,7,0,Entry
1545,4,2,2,Research & Development,Manufacturing Director,2,4320,1,No,3,5,5,3,0,Entry
1546,4,3,1,Research & Development,Research Scientist,4,2132,4,No,4,8,5,4,0,Entry
1547,4,3,3,Research & Development,Healthcare Representative,4,10124,2,Yes,3,24,20,8,13,Senior
1548,1,3,2,Sales,Sales Executive,1,5473,0,No,3,9,8,4,7,Entry
1549,2,3,2,Research & Development,Laboratory Technician,3,5207,1,Yes,3,15,15,14,5,Entry
1550,3,3,4,Human Resources,Manager,4,16437,1,Yes,4,21,21,7,7,Senior
1551,3,2,1,Research & Development,Laboratory Technician,1,2296,0,No,3,2,1,1,0,Entry
1552,4,3,2,Research & Development,Healthcare Representative,4,4069,3,Yes,3,8,2,2,2,Entry
1553,1,3,3,Research & Development,Healthcare Representative,2,7441,1,No,3,10,10,8,7,Intermediate
1554,2,2,1,Sales,Sales Representative,3,2430,0,No,4,6,5,3,4,Entry
1555,4,2,2,Research & Development,Research Scientist,2,5878,3,No,3,12,7,1,2,Intermediate
1556,3,3,1,Sales,Sales Representative,4,2644,3,Yes,4,7,3,2,1,Entry
1557,3,3,2,Sales,Sales Executive,3,6439,8,No,3,18,8,7,7,Senior
1558,3,4,1,Research & Development,Research Scientist,3,2451,6,No,3,5,1,0,0,Entry
1560,1,3,2,Sales,Sales Executive,1,6392,2,No,3,8,2,2,2,Entry
1562,2,2,2,Sales,Sales Executive,1,9714,1,No,3,10,10,8,6,Intermediate
1563,3,3,2,Human Resources,Human Resources,3,6077,3,No,3,10,6,3,1,Intermediate
1564,4,2,1,Research & Development,Laboratory Technician,1,2450,1,No,3,3,3,0,1,Entry
1568,3,3,3,Sales,Sales Executive,2,9250,3,No,3,9,4,2,1,Entry
1569,1,3,1,Research & Development,Laboratory Technician,1,2074,1,Yes,3,1,1,0,0,Entry
1572,3,2,3,Research & Development,Manufacturing Director,4,10169,0,No,3,34,33,7,1,Senior
1573,3,3,2,Research & Development,Manufacturing Director,2,4855,4,No,3,7,5,2,1,Entry
1574,4,3,2,Research & Development,Research Scientist,1,4087,4,No,3,9,6,5,1,Entry
1576,3,3,1,Research & Development,Research Scientist,1,2367,8,No,3,10,8,2,7,Intermediate
1577,1,3,1,Research & Development,Research Scientist,4,2972,1,No,3,1,1,0,0,Entry
1578,3,2,5,Sales,Manager,4,19586,1,No,4,36,36,6,2,Senior
1580,2,3,2,Research & Development,Research Scientist,4,5484,9,No,3,9,2,2,2,Entry
1581,1,3,1,Research & Development,Research Scientist,4,2061,1,No,4,1,1,0,0,Entry
1582,3,3,2,Sales,Sales Executive,2,9924,0,No,3,10,9,8,7,Intermediate
1583,2,3,2,Sales,Sales Executive,2,4198,2,No,3,8,3,2,1,Entry
1585,2,3,2,Sales,Sales Executive,3,6815,6,No,3,15,1,0,0,Entry
1586,2,3,1,Research & Development,Laboratory Technician,1,4723,1,Yes,3,10,10,9,1,Intermediate
1587,1,3,2,Research & Development,Healthcare Representative,3,6142,3,Yes,3,10,5,2,0,Intermediate
1588,4,4,3,Sales,Sales Executive,3,8237,2,No,3,11,7,6,7,Intermediate
1590,1,3,2,Research & Development,Healthcare Representative,4,8853,1,No,3,6,6,4,1,Entry
1591,3,3,5,Sales,Manager,3,19331,4,Yes,3,27,1,0,0,Senior
1592,4,4,1,Research & Development,Research Scientist,3,2073,2,No,3,4,2,2,2,Entry
1594,1,4,2,Research & Development,Laboratory Technician,1,5562,3,Yes,3,9,3,2,0,Entry
1595,4,2,5,Research & Development,Manager,4,19613,8,No,4,24,1,0,0,Senior
1596,2,4,2,Research & Development,Laboratory Technician,3,3407,1,No,3,10,10,9,6,Intermediate
1597,4,2,2,Research & Development,Healthcare Representative,3,5063,1,No,3,8,8,2,7,Entry
1598,4,3,2,Sales,Sales Executive,1,4639,1,No,3,5,5,4,1,Entry
1599,4,4,1,Research & Development,Laboratory Technician,2,4876,5,No,3,8,6,4,0,Entry
1601,3,2,1,Research & Development,Laboratory Technician,4,2690,1,No,3,1,1,0,0,Entry
1602,4,4,4,Sales,Manager,1,17567,1,No,3,27,26,0,0,Senior
1604,3,3,1,Research & Development,Laboratory Technician,2,2408,1,Yes,3,1,1,1,0,Entry
1605,2,2,1,Research & Development,Research Scientist,3,2814,1,Yes,3,4,4,2,1,Entry
1606,2,3,4,Research & Development,Healthcare Representative,3,11245,2,Yes,3,32,30,8,12,Senior
1607,2,4,1,Research & Development,Research Scientist,4,3312,3,No,3,6,3,2,0,Entry
1608,2,3,5,Research & Development,Research Director,4,19049,0,Yes,3,23,22,7,1,Senior
1609,2,2,1,Research & Development,Research Scientist,2,2141,1,No,3,6,6,4,1,Entry
1611,3,1,2,Research & Development,Laboratory Technician,1,5769,1,Yes,3,10,10,7,1,Intermediate
1612,1,2,2,Sales,Sales Executive,1,4385,1,No,3,10,10,7,4,Intermediate
1613,4,3,2,Sales,Sales Executive,1,5332,7,No,3,10,5,2,0,Intermediate
1614,3,3,2,Research & Development,Manufacturing Director,3,4663,9,Yes,3,7,3,2,1,Entry
1615,3,4,2,Research & Development,Manufacturing Director,4,4724,1,No,3,9,9,7,7,Entry
1617,3,3,1,Research & Development,Laboratory Technician,1,3211,1,No,3,10,9,6,1,Intermediate
1618,2,3,2,Research & Development,Manufacturing Director,1,5377,2,No,3,10,7,7,7,Intermediate
1619,4,2,1,Research & Development,Laboratory Technician,1,4066,1,No,3,7,7,7,0,Entry
1621,2,4,2,Research & Development,Research Scientist,1,5208,1,No,3,16,16,15,1,Senior
1622,2,1,2,Research & Development,Manufacturing Director,1,4877,0,No,4,6,5,3,0,Entry
1623,3,3,1,Research & Development,Research Scientist,4,3117,1,No,3,3,2,2,2,Entry
1624,2,3,1,Sales,Sales Representative,4,1569,1,Yes,3,0,0,0,0,Entry
1625,4,3,5,Human Resources,Manager,3,19658,3,No,3,27,5,2,1,Senior
1627,3,2,2,Research & Development,Laboratory Technician,3,3069,0,No,3,11,10,8,0,Intermediate
1628,1,2,3,Research & Development,Manufacturing Director,3,10435,1,No,3,18,18,15,14,Senior
1630,3,3,2,Research & Development,Healthcare Representative,3,4148,1,No,3,15,14,11,2,Entry
1631,3,3,2,Research & Development,Manufacturing Director,3,5768,3,No,3,9,4,3,0,Entry
1633,1,3,2,Research & Development,Manufacturing Director,3,5042,0,No,3,10,9,2,3,Intermediate
1635,4,2,2,Research & Development,Manufacturing Director,4,5770,1,No,3,10,10,7,3,Intermediate
1638,4,2,3,Research & Development,Manufacturing Director,3,7756,3,Yes,3,10,5,4,0,Intermediate
1639,4,2,3,Sales,Sales Executive,1,10306,9,No,3,15,13,12,6,Entry
1640,2,3,1,Research & Development,Research Scientist,2,3936,1,No,3,8,8,4,7,Entry
1641,3,3,3,Research & Development,Manufacturing Director,4,7945,6,Yes,3,18,4,2,3,Senior
1642,1,3,2,Human Resources,Human Resources,4,5743,4,Yes,3,14,10,7,0,Intermediate
1644,3,2,4,Research & Development,Manager,4,15202,2,No,4,23,2,2,2,Senior
1645,1,1,2,Sales,Sales Executive,4,5440,6,Yes,3,7,2,2,2,Entry
1646,1,3,1,Research & Development,Research Scientist,4,3760,1,Yes,3,6,6,3,1,Entry
1647,2,4,1,Research & Development,Research Scientist,3,3517,7,No,3,5,3,2,0,Entry
1648,4,3,1,Research & Development,Research Scientist,4,2580,2,No,3,6,4,2,1,Entry
1649,1,3,1,Research & Development,Laboratory Technician,1,2166,3,Yes,3,10,4,2,0,Intermediate
1650,3,2,2,Sales,Sales Executive,3,5869,9,No,3,8,5,2,1,Entry
1651,2,3,3,Research & Development,Healthcare Representative,1,8008,4,No,3,9,3,2,0,Entry
1653,4,4,2,Research & Development,Manufacturing Director,3,5206,1,No,3,7,7,7,0,Entry
1654,4,3,2,Research & Development,Manufacturing Director,2,5295,4,No,4,7,5,4,1,Entry
1655,1,3,4,Research & Development,Research Director,2,16413,3,No,3,27,4,2,1,Senior
1656,4,2,3,Research & Development,Research Director,1,13269,5,No,3,19,14,11,1,Senior
1657,3,3,1,Sales,Sales Representative,3,2783,1,No,3,2,2,2,2,Entry
1658,4,3,2,Research & Development,Research Scientist,2,5433,1,No,3,11,11,8,7,Intermediate
1659,1,3,1,Research & Development,Laboratory Technician,2,2013,2,No,3,15,4,3,1,Entry
1661,3,2,4,Research & Development,Healthcare Representative,3,13966,2,Yes,3,30,15,11,2,Senior
1662,4,2,2,Research & Development,Manufacturing Director,3,4374,0,No,3,4,3,2,1,Entry
1664,4,4,2,Research & Development,Healthcare Representative,1,6842,6,No,4,13,5,4,0,Intermediate
1665,2,3,4,Research & Development,Manager,3,17426,3,No,4,36,10,8,4,Senior
1666,3,2,4,Research & Development,Research Director,3,17603,1,No,4,14,14,10,6,Intermediate
1667,4,3,2,Sales,Sales Executive,4,4581,3,Yes,4,13,11,9,6,Intermediate
1668,4,3,2,Research & Development,Research Scientist,4,4735,7,No,3,19,13,11,2,Senior
1669,1,2,2,Sales,Sales Executive,2,4187,1,Yes,3,10,10,0,0,Intermediate
1670,4,3,2,Sales,Sales Executive,4,5505,1,No,3,6,6,2,0,Entry
1671,4,3,2,Research & Development,Research Scientist,2,5470,0,No,3,10,9,5,1,Intermediate
1673,1,3,2,Sales,Sales Executive,4,5476,1,No,3,10,10,0,0,Intermediate
1674,4,3,1,Research & Development,Laboratory Technician,1,2587,4,Yes,3,17,2,2,2,Senior
1675,4,2,1,Research & Development,Laboratory Technician,2,2440,1,No,4,4,4,3,3,Entry
1676,2,4,4,Sales,Manager,2,15972,6,No,3,29,3,2,1,Senior
1677,3,3,4,Research & Development,Manager,3,15379,4,No,3,23,8,7,0,Senior
1678,4,3,3,Sales,Sales Executive,3,7082,3,Yes,3,21,2,0,0,Senior
1680,4,3,1,Sales,Sales Representative,1,2728,1,No,3,2,2,2,0,Entry
1681,3,3,2,Sales,Sales Executive,4,5368,1,Yes,4,7,6,5,1,Entry
1682,1,3,2,Research & Development,Healthcare Representative,3,5347,6,No,3,10,3,2,0,Intermediate
1683,3,3,1,Human Resources,Human Resources,4,3195,4,Yes,3,8,2,2,2,Entry
1684,4,2,1,Research & Development,Laboratory Technician,3,3989,1,Yes,3,5,5,4,1,Entry
1687,4,3,1,Research & Development,Laboratory Technician,3,3306,7,No,3,7,0,0,0,Entry
1689,2,4,3,Research & Development,Healthcare Representative,4,7005,3,No,3,11,4,3,1,Intermediate
1691,4,3,1,Sales,Sales Representative,3,2655,2,Yes,3,19,9,7,7,Senior
1692,4,3,1,Research & Development,Laboratory Technician,2,1393,1,No,3,1,1,0,0,Entry
1693,4,3,1,Research & Development,Laboratory Technician,4,2570,1,No,4,7,7,7,5,Entry
1694,1,2,1,Research & Development,Research Scientist,2,3537,5,No,3,8,4,2,1,Entry
1696,2,2,2,Research & Development,Laboratory Technician,4,3986,1,No,3,15,15,10,4,Entry
1697,3,1,3,Research & Development,Healthcare Representative,4,10883,3,No,4,19,1,0,0,Senior
1698,2,4,1,Research & Development,Laboratory Technician,2,2028,1,No,3,14,14,11,2,Intermediate
1700,3,1,2,Sales,Sales Executive,4,9525,1,No,3,6,6,3,1,Entry
1701,2,2,1,Research & Development,Research Scientist,4,2929,1,No,3,10,10,9,8,Intermediate
1702,3,3,1,Sales,Sales Representative,4,2275,1,Yes,4,3,3,2,0,Entry
1703,3,4,3,Research & Development,Healthcare Representative,4,7879,1,Yes,3,9,8,7,6,Entry
1704,1,2,1,Research & Development,Research Scientist,4,4930,0,Yes,3,6,5,4,1,Entry
1706,4,3,2,Sales,Sales Executive,4,7847,1,Yes,3,10,10,9,8,Intermediate
1707,3,4,1,Research & Development,Research Scientist,3,4401,1,No,3,5,5,3,0,Entry
1708,4,3,3,Sales,Sales Executive,3,9241,1,No,3,10,10,8,8,Intermediate
1709,4,3,1,Research & Development,Laboratory Technician,3,2974,9,No,3,9,5,3,1,Entry
1710,3,3,2,Sales,Sales Representative,4,4502,3,No,3,17,13,7,6,Senior
