EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
1436,3,2,2,Sales,Sales Executive,1,5647,4,No,3,11,3,2,0
1438,1,3,1,Research & Development,Research Scientist,4,3420,7,No,3,17,6,5,1
1439,1,2,1,Sales,Sales Representative,1,4400,3,No,3,6,3,2,2
1440,3,4,1,Research & Development,Laboratory Technician,3,3500,0,No,3,7,6,5,1
1441,1,3,1,Research & Development,Research Scientist,1,2066,2,No,4,5,3,2,1
1443,1,3,4,Research & Development,Research Director,3,17169,3,No,3,26,20,17,5
1445,4,3,2,Sales,Sales Executive,3,4162,1,Yes,3,5,5,4,0
1446,4,3,2,Sales,Sales Executive,4,9204,4,No,3,7,4,3,0
1447,4,2,1,Research & Development,Laboratory Technician,2,3294,5,No,3,7,5,4,0
1448,2,4,1,Research & Development,Research Scientist,3,2127,2,Yes,3,7,4,2,0
1449,3,3,2,Research & Development,Laboratory Technician,3,3975,3,No,3,11,8,7,0
1453,1,3,3,Sales,Sales Executive,4,10793,1,No,3,13,13,7,9
1457,1,3,3,Sales,Sales Executive,4,10096,4,No,3,28,7,7,4
1458,1,2,1,Research & Development,Laboratory Technician,1,3646,2,Yes,4,11,1,0,0
1459,3,4,3,Research & Development,Manufacturing Director,2,7446,1,No,3,10,10,8,4
1460,2,1,3,Research & Development,Healthcare Representative,1,10851,2,Yes,3,24,7,7,0
1461,4,4,1,Human Resources,Human Resources,2,2109,9,No,3,8,3,2,0
1464,2,3,1,Research & Development,Laboratory Technician,4,3722,6,Yes,3,7,2,2,2
1465,2,3,3,Research & Development,Manufacturing Director,4,9380,4,Yes,3,10,3,1,1
1466,3,3,2,Sales,Sales Executive,1,5486,4,No,3,15,2,2,2
1467,1,3,1,Human Resources,Human Resources,3,2742,1,No,3,2,2,2,2
1468,4,2,3,Research & Development,Research Director,2,13757,2,No,3,16,9,8,4
1469,4,3,2,Sales,Sales Executive,1,8463,0,No,3,6,5,4,1
1471,3,2,1,Research & Development,Laboratory Technician,3,3162,3,No,3,7,5,2,0
1472,4,4,4,Research & Development,Research Director,2,16598,4,No,3,35,9,8,8
1473,1,3,2,Research & Development,Healthcare Representative,3,6651,2,No,3,20,3,2,1
1474,3,3,1,Research & Development,Research Scientist,3,2345,2,No,3,8,3,1,1
1475,4,3,1,Research & Development,Research Scientist,2,3420,1,No,3,6,5,2,1
1477,4,3,2,Sales,Sales Executive,1,4373,0,No,3,5,4,3,0
1478,4,1,2,Sales,Sales Executive,1,4759,3,No,3,15,13,9,3
1479,4,3,2,Sales,Sales Executive,3,5301,8,No,3,4,2,1,2
1480,1,3,1,Research & Development,Laboratory Technician,4,3673,1,No,3,12,12,9,5
1481,1,3,2,Sales,Sales Executive,3,4768,7,No,3,11,1,0,0
1482,3,3,1,Research & Development,Research Scientist,3,1274,1,No,3,1,1,0,0
1483,2,4,2,Research & Development,Research Scientist,3,4900,0,No,4,13,12,9,2
1484,3,3,3,Research & Development,Healthcare Representative,2,10466,3,No,3,29,8,7,0
1485,2,3,4,Research & Development,Research Director,1,17007,7,No,3,16,14,8,6
1486,1,3,1,Sales,Sales Representative,3,2909,3,No,3,5,3,2,1
1487,1,3,2,Sales,Sales Executive,2,5765,5,No,3,7,5,3,0
1489,1,2,2,Sales,Sales Executive,2,4599,0,Yes,4,16,15,9,10
1492,4,3,1,Sales,Sales Representative,3,2404,1,No,3,1,1,0,0
1494,2,3,1,Research & Development,Laboratory Technician,1,3172,2,Yes,3,4,0,0,0
1495,4,3,1,Sales,Sales Representative,2,2033,1,No,3,1,1,0,0
1496,2,3,3,Research & Development,Manufacturing Director,3,10209,5,Yes,3,16,2,2,2
1497,3,2,2,Sales,Sales Executive,3,8620,1,No,3,10,10,7,0
1499,3,3,1,Human Resources,Human Resources,3,2064,0,No,4,6,5,3,1
1501,4,3,2,Research & Development,Healthcare Representative,3,4035,0,Yes,3,4,3,2,1
1502,1,2,1,Research & Development,Laboratory Technician,2,3838,8,No,3,8,5,4,0
1503,3,3,2,Sales,Sales Executive,3,4591,3,Yes,3,11,5,4,1
1504,3,2,1,Research & Development,Laboratory Technician,1,2561,7,No,3,8,0,0,0
1506,1,2,1,Research & Development,Research Scientist,3,1563,1,No,3,1,1,0,0
1507,3,3,2,Sales,Sales Executive,1,4898,0,No,3,5,4,2,1
1509,3,2,2,Research & Development,Laboratory Technician,1,4789,4,No,4,10,3,2,1
1513,4,3,1,Research & Development,Laboratory Technician,2,3180,0,No,3,4,3,2,0
1514,3,1,2,Research & Development,Manufacturing Director,2,6549,1,No,3,8,8,6,1
1515,4,3,2,Research & Development,Healthcare Representative,3,6388,2,Yes,3,14,0,0,0
1516,3,3,3,Research & Development,Manager,4,11244,2,No,4,10,5,2,0
1520,2,3,4,Research & Development,Manager,4,16032,3,No,4,26,14,9,1
1522,1,2,1,Research & Development,Research Scientist,1,2362,6,No,3,11,9,7,0
1523,4,3,4,Research & Development,Research Director,1,16328,3,No,3,24,20,6,14
1525,2,3,3,Research & Development,Manufacturing Director,2,8376,4,No,3,9,2,0,2
1527,3,3,4,Sales,Manager,2,16606,8,No,3,23,13,12,5
1529,4,2,3,Research & Development,Healthcare Representative,2,8606,1,No,3,11,11,8,3
1533,1,3,2,Research & Development,Laboratory Technician,3,2272,0,No,3,5,4,3,1
1534,4,3,1,Research & Development,Laboratory Technician,1,2018,3,No,3,15,5,4,1
1535,4,2,3,Sales,Sales Executive,3,7083,1,Yes,3,10,10,9,8
1537,4,3,1,Research & Development,Research Scientist,3,4084,1,No,3,7,7,2,7
1539,3,1,4,Research & Development,Research Director,4,14411,1,Yes,3,32,32,6,13
1541,2,3,1,Sales,Sales Representative,3,2308,0,Yes,4,12,11,10,5
1542,3,2,1,Research & Development,Laboratory Technician,2,4841,4,No,3,4,1,0,0
1543,1,3,2,Research & Development,Research Scientist,4,4285,1,No,3,10,10,8,3
1544,3,1,2,Research & Development,Healthcare Representative,1,9715,3,No,3,9,7,7,0
1545,4,2,2,Research & Development,Manufacturing Director,2,4320,1,No,3,5,5,3,0
1546,4,3,1,Research & Development,Research Scientist,4,2132,4,No,4,8,5,4,0
1547,4,3,3,Research & Development,Healthcare Representative,4,10124,2,Yes,3,24,20,8,13
1548,1,3,2,Sales,Sales Executive,1,5473,0,No,3,9,8,4,7
1549,2,3,2,Research & Development,Laboratory Technician,3,5207,1,Yes,3,15,15,14,5
1550,3,3,4,Human Resources,Manager,4,16437,1,Yes,4,21,21,7,7
1551,3,2,1,Research & Development,Laboratory Technician,1,2296,0,No,3,2,1,1,0
1552,4,3,2,Research & Development,Healthcare Representative,4,4069,3,Yes,3,8,2,2,2
1553,1,3,3,Research & Development,Healthcare Representative,2,7441,1,No,3,10,10,8,7
1554,2,2,1,Sales,Sales Representative,3,2430,0,No,4,6,5,3,4
1555,4,2,2,Research & Development,Research Scientist,2,5878,3,No,3,12,7,1,2
1556,3,3,1,Sales,Sales Representative,4,2644,3,Yes,4,7,3,2,1
1557,3,3,2,Sales,Sales Executive,3,6439,8,No,3,18,8,7,7
1558,3,4,1,Research & Development,Research Scientist,3,2451,6,No,3,5,1,0,0
1560,1,3,2,Sales,Sales Executive,1,6392,2,No,3,8,2,2,2
1562,2,2,2,Sales,Sales Executive,1,9714,1,No,3,10,10,8,6
1563,3,3,2,Human Resources,Human Resources,3,6077,3,No,3,10,6,3,1
1564,4,2,1,Research & Development,Laboratory Technician,1,2450,1,No,3,3,3,0,1
1568,3,3,3,Sales,Sales Executive,2,9250,3,No,3,9,4,2,1
1569,1,3,1,Research & Development,Laboratory Technician,1,2074,1,Yes,3,1,1,0,0
1572,3,2,3,Research & Development,Manufacturing Director,4,10169,0,No,3,34,33,7,1
1573,3,3,2,Research & Development,Manufacturing Director,2,4855,4,No,3,7,5,2,1
1574,4,3,2,Research & Development,Research Scientist,1,4087,4,No,3,9,6,5,1
1576,3,3,1,Research & Development,Research Scientist,1,2367,8,No,3,10,8,2,7
1577,1,3,1,Research & Development,Research Scientist,4,2972,1,No,3,1,1,0,0
1578,3,2,5,Sales,Manager,4,19586,1,No,4,36,36,6,2
1580,2,3,2,Research & Development,Research Scientist,4,5484,9,No,3,9,2,2,2
1581,1,3,1,Research & Development,Research Scientist,4,2061,1,No,4,1,1,0,0
1582,3,3,2,Sales,Sales Executive,2,9924,0,No,3,10,9,8,7
1583,2,3,2,Sales,Sales Executive,2,4198,2,No,3,8,3,2,1
1585,2,3,2,Sales,Sales Executive,3,6815,6,No,3,15,1,0,0
1586,2,3,1,Research & Development,Laboratory Technician,1,4723,1,Yes,3,10,10,9,1
1587,1,3,2,Research & Development,Healthcare Representative,3,6142,3,Yes,3,10,5,2,0
1588,4,4,3,Sales,Sales Executive,3,8237,2,No,3,11,7,6,7
1590,1,3,2,Research & Development,Healthcare Representative,4,8853,1,No,3,6,6,4,1
1591,3,3,5,Sales,Manager,3,19331,4,Yes,3,27,1,0,0
1592,4,4,1,Research & Development,Research Scientist,3,2073,2,No,3,4,2,2,2
1594,1,4,2,Research & Development,Laboratory Technician,1,5562,3,Yes,3,9,3,2,0
1595,4,2,5,Research & Development,Manager,4,19613,8,No,4,24,1,0,0
1596,2,4,2,Research & Development,Laboratory Technician,3,3407,1,No,3,10,10,9,6
1597,4,2,2,Research & Development,Healthcare Representative,3,5063,1,No,3,8,8,2,7
1598,4,3,2,Sales,Sales Executive,1,4639,1,No,3,5,5,4,1
1599,4,4,1,Research & Development,Laboratory Technician,2,4876,5,No,3,8,6,4,0
1601,3,2,1,Research & Development,Laboratory Technician,4,2690,1,No,3,1,1,0,0
1602,4,4,4,Sales,Manager,1,17567,1,No,3,27,26,0,0
1604,3,3,1,Research & Development,Laboratory Technician,2,2408,1,Yes,3,1,1,1,0
1605,2,2,1,Research & Development,Research Scientist,3,2814,1,Yes,3,4,4,2,1
1606,2,3,4,Research & Development,Healthcare Representative,3,11245,2,Yes,3,32,30,8,12
1607,2,4,1,Research & Development,Research Scientist,4,3312,3,No,3,6,3,2,0
1608,2,3,5,Research & Development,Research Director,4,19049,0,Yes,3,23,22,7,1
1609,2,2,1,Research & Development,Research Scientist,2,2141,1,No,3,6,6,4,1
1611,3,1,2,Research & Development,Laboratory Technician,1,5769,1,Yes,3,10,10,7,1
1612,1,2,2,Sales,Sales Executive,1,4385,1,No,3,10,10,7,4
1613,4,3,2,Sales,Sales Executive,1,5332,7,No,3,10,5,2,0
1614,3,3,2,Research & Development,Manufacturing Director,3,4663,9,Yes,3,7,3,2,1
1615,3,4,2,Research & Development,Manufacturing Director,4,4724,1,No,3,9,9,7,7
1617,3,3,1,Research & Development,Laboratory Technician,1,3211,1,No,3,10,9,6,1
1618,2,3,2,Research & Development,Manufacturing Director,1,5377,2,No,3,10,7,7,7
1619,4,2,1,Research & Development,Laboratory Technician,1,4066,1,No,3,7,7,7,0
1621,2,4,2,Research & Development,Research Scientist,1,5208,1,No,3,16,16,15,1
1622,2,1,2,Research & Development,Manufacturing Director,1,4877,0,No,4,6,5,3,0
1623,3,3,1,Research & Development,Research Scientist,4,3117,1,No,3,3,2,2,2
1624,2,3,1,Sales,Sales Representative,4,1569,1,Yes,3,0,0,0,0
1625,4,3,5,Human Resources,Manager,3,19658,3,No,3,27,5,2,1
1627,3,2,2,Research & Development,Laboratory Technician,3,3069,0,No,3,11,10,8,0
1628,1,2,3,Research & Development,Manufacturing Director,3,10435,1,No,3,18,18,15,14
1630,3,3,2,Research & Development,Healthcare Representative,3,4148,1,No,3,15,14,11,2
1631,3,3,2,Research & Development,Manufacturing Director,3,5768,3,No,3,9,4,3,0
1633,1,3,2,Research & Development,Manufacturing Director,3,5042,0,No,3,10,9,2,3
1635,4,2,2,Research & Development,Manufacturing Director,4,5770,1,No,3,10,10,7,3
1638,4,2,3,Research & Development,Manufacturing Director,3,7756,3,Yes,3,10,5,4,0
1639,4,2,3,Sales,Sales Executive,1,10306,9,No,3,15,13,12,6
1640,2,3,1,Research & Development,Research Scientist,2,3936,1,No,3,8,8,4,7
1641,3,3,3,Research & Development,Manufacturing Director,4,7945,6,Yes,3,18,4,2,3
1642,1,3,2,Human Resources,Human Resources,4,5743,4,Yes,3,14,10,7,0
1644,3,2,4,Research & Development,Manager,4,15202,2,No,4,23,2,2,2
1645,1,1,2,Sales,Sales Executive,4,5440,6,Yes,3,7,2,2,2
1646,1,3,1,Research & Development,Research Scientist,4,3760,1,Yes,3,6,6,3,1
1647,2,4,1,Research & Development,Research Scientist,3,3517,7,No,3,5,3,2,0
1648,4,3,1,Research & Development,Research Scientist,4,2580,2,No,3,6,4,2,1
1649,1,3,1,Research & Development,Laboratory Technician,1,2166,3,Yes,3,10,4,2,0
1650,3,2,2,Sales,Sales Executive,3,5869,9,No,3,8,5,2,1
1651,2,3,3,Research & Development,Healthcare Representative,1,8008,4,No,3,9,3,2,0
1653,4,4,2,Research & Development,Manufacturing Director,3,5206,1,No,3,7,7,7,0
1654,4,3,2,Research & Development,Manufacturing Director,2,5295,4,No,4,7,5,4,1
1655,1,3,4,Research & Development,Research Director,2,16413,3,No,3,27,4,2,1
1656,4,2,3,Research & Development,Research Director,1,13269,5,No,3,19,14,11,1
1657,3,3,1,Sales,Sales Representative,3,2783,1,No,3,2,2,2,2
1658,4,3,2,Research & Development,Research Scientist,2,5433,1,No,3,11,11,8,7
1659,1,3,1,Research & Development,Laboratory Technician,2,2013,2,No,3,15,4,3,1
1661,3,2,4,Research & Development,Healthcare Representative,3,13966,2,Yes,3,30,15,11,2
1662,4,2,2,Research & Development,Manufacturing Director,3,4374,0,No,3,4,3,2,1
1664,4,4,2,Research & Development,Healthcare Representative,1,6842,6,No,4,13,5,4,0
1665,2,3,4,Research & Development,Manager,3,17426,3,No,4,36,10,8,4
1666,3,2,4,Research & Development,Research Director,3,17603,1,No,4,14,14,10,6
1667,4,3,2,Sales,Sales Executive,4,4581,3,Yes,4,13,11,9,6
1668,4,3,2,Research & Development,Research Scientist,4,4735,7,No,3,19,13,11,2
1669,1,2,2,Sales,Sales Executive,2,4187,1,Yes,3,10,10,0,0
1670,4,3,2,Sales,Sales Executive,4,5505,1,No,3,6,6,2,0
1671,4,3,2,Research & Development,Research Scientist,2,5470,0,No,3,10,9,5,1
1673,1,3,2,Sales,Sales Executive,4,5476,1,No,3,10,10,0,0
1674,4,3,1,Research & Development,Laboratory Technician,1,2587,4,Yes,3,17,2,2,2
1675,4,2,1,Research & Development,Laboratory Technician,2,2440,1,No,4,4,4,3,3
1676,2,4,4,Sales,Manager,2,15972,6,No,3,29,3,2,1
1677,3,3,4,Research & Development,Manager,3,15379,4,No,3,23,8,7,0
1678,4,3,3,Sales,Sales Executive,3,7082,3,Yes,3,21,2,0,0
1680,4,3,1,Sales,Sales Representative,1,2728,1,No,3,2,2,2,0
1681,3,3,2,Sales,Sales Executive,4,5368,1,Yes,4,7,6,5,1
1682,1,3,2,Research & Development,Healthcare Representative,3,5347,6,No,3,10,3,2,0
1683,3,3,1,Human Resources,Human Resources,4,3195,4,Yes,3,8,2,2,2
1684,4,2,1,Research & Development,Laboratory Technician,3,3989,1,Yes,3,5,5,4,1
1687,4,3,1,Research & Development,Laboratory Technician,3,3306,7,No,3,7,0,0,0
1689,2,4,3,Research & Development,Healthcare Representative,4,7005,3,No,3,11,4,3,1
1691,4,3,1,Sales,Sales Representative,3,2655,2,Yes,3,19,9,7,7
1692,4,3,1,Research & Development,Laboratory Technician,2,1393,1,No,3,1,1,0,0
1693,4,3,1,Research & Development,Laboratory Technician,4,2570,1,No,4,7,7,7,5
1694,1,2,1,Research & Development,Research Scientist,2,3537,5,No,3,8,4,2,1
1696,2,2,2,Research & Development,Laboratory Technician,4,3986,1,No,3,15,15,10,4
1697,3,1,3,Research & Development,Healthcare Representative,4,10883,3,No,4,19,1,0,0
1698,2,4,1,Research & Development,Laboratory Technician,2,2028,1,No,3,14,14,11,2
1700,3,1,2,Sales,Sales Executive,4,9525,1,No,3,6,6,3,1
1701,2,2,1,Research & Development,Research Scientist,4,2929,1,No,3,10,10,9,8
1702,3,3,1,Sales,Sales Representative,4,2275,1,Yes,4,3,3,2,0
1703,3,4,3,Research & Development,Healthcare Representative,4,7879,1,Yes,3,9,8,7,6
1704,1,2,1,Research & Development,Research Scientist,4,4930,0,Yes,3,6,5,4,1
1706,4,3,2,Sales,Sales Executive,4,7847,1,Yes,3,10,10,9,8
1707,3,4,1,Research & Development,Research Scientist,3,4401,1,No,3,5,5,3,0
1708,4,3,3,Sales,Sales Executive,3,9241,1,No,3,10,10,8,8
1709,4,3,1,Research & Development,Laboratory Technician,3,2974,9,No,3,9,5,3,1
1710,3,3,2,Sales,Sales Representative,4,4502,3,No,3,17,13,7,6
1712,3,2,3,Research & Development,Healthcare Representative,3,10748,3,No,4,25,23,15,14
1714,4,1,1,Human Resources,Human Resources,3,1555,1,No,3,1,1,0,0
1716,3,1,4,Sales,Sales Executive,3,12936,7,No,3,25,23,5,14
1718,4,1,1,Research & Development,Laboratory Technician,3,2305,1,No,3,3,3,2,0
1719,4,2,4,Research & Development,Research Director,2,16704,1,No,3,21,21,6,8
1720,1,3,1,Research & Development,Research Scientist,3,3433,6,No,3,10,5,2,1
1721,2,3,1,Research & Development,Laboratory Technician,3,3477,1,No,3,6,5,2,0
1722,3,1,2,Human Resources,Human Resources,2,6430,6,No,3,10,3,2,1
1724,2,3,2,Research & Development,Manufacturing Director,1,6516,2,Yes,3,18,1,0,0
1725,2,3,1,Research & Development,Laboratory Technician,1,3907,1,No,3,6,6,2,1
1727,3,3,2,Research & Development,Healthcare Representative,2,5562,6,No,3,19,10,7,0
1728,4,3,2,Research & Development,Manufacturing Director,3,6883,2,No,3,17,7,7,0
1729,2,3,1,Research & Development,Research Scientist,4,2862,1,No,3,10,10,0,0
1731,3,3,2,Sales,Sales Executive,2,4978,7,No,3,4,1,0,0
1732,3,3,3,Sales,Sales Executive,4,10368,4,Yes,3,13,10,6,0
1733,2,2,2,Sales,Sales Executive,1,6134,5,Yes,3,16,2,2,2
1734,1,1,2,Sales,Sales Executive,2,6735,6,No,3,10,0,0,0
1735,3,3,1,Research & Development,Laboratory Technician,2,3295,1,No,3,3,3,2,1
1736,4,3,2,Research & Development,Manufacturing Director,4,5238,2,No,4,9,5,4,1
1737,4,3,2,Research & Development,Laboratory Technician,4,6472,1,Yes,3,9,9,8,5
1739,4,1,3,Sales,Sales Executive,3,9610,3,No,3,10,4,3,0
1740,2,3,5,Sales,Manager,2,19833,1,No,3,21,21,8,12
1744,3,1,3,Human Resources,Human Resources,3,9756,4,No,4,9,5,0,0
1745,4,2,1,Research & Development,Research Scientist,1,4968,0,No,3,10,9,7,0
1746,1,3,1,Human Resources,Human Resources,4,2145,0,No,3,3,2,2,2
1747,3,2,1,Human Resources,Human Resources,4,2180,6,No,3,6,4,2,1
1749,1,3,2,Sales,Sales Executive,3,8346,1,No,3,6,5,2,0
1751,3,3,1,Research & Development,Research Scientist,4,3445,1,No,3,6,6,2,1
1752,2,1,1,Sales,Sales Representative,2,2760,1,No,3,2,2,2,2
1753,4,4,2,Research & Development,Healthcare Representative,3,6294,8,Yes,3,10,3,2,0
1754,3,2,3,Sales,Sales Executive,1,7140,2,No,3,12,7,7,1
1755,4,4,1,Research & Development,Research Scientist,4,2932,0,Yes,3,6,5,0,1
1756,4,3,2,Sales,Sales Executive,2,5147,8,No,3,13,11,7,1
1757,4,3,2,Sales,Sales Executive,4,4507,3,No,3,8,5,1,0
1758,1,3,3,Sales,Sales Executive,1,8564,2,Yes,4,11,0,0,0
1760,3,2,1,Research & Development,Laboratory Technician,2,2468,4,No,3,9,6,1,0
1761,1,3,3,Sales,Sales Executive,3,8161,2,No,3,10,1,0,0
1762,4,2,1,Research & Development,Research Scientist,1,2109,1,No,3,1,1,0,0
1763,3,4,2,Research & Development,Healthcare Representative,3,5294,3,No,3,10,7,0,1
1764,2,3,1,Research & Development,Research Scientist,2,2718,2,No,3,12,7,7,0
1766,2,1,2,Research & Development,Healthcare Representative,4,5811,3,Yes,3,15,1,0,1
1767,3,2,1,Research & Development,Research Scientist,3,2437,9,Yes,3,6,1,0,0
1768,2,3,1,Research & Development,Laboratory Technician,2,2766,8,No,4,7,5,3,0
1770,3,2,5,Research & Development,Research Director,1,19038,8,No,3,34,1,0,0
1771,4,3,2,Research & Development,Research Scientist,2,3055,5,No,3,11,9,8,1
1772,3,3,1,Research & Development,Laboratory Technician,1,2289,1,No,4,5,5,3,0
1774,4,3,2,Sales,Sales Executive,3,4001,1,Yes,3,15,15,14,0
1775,1,2,4,Research & Development,Manufacturing Director,3,12965,4,Yes,4,27,3,2,0
1778,2,3,1,Human Resources,Human Resources,4,3539,0,No,3,10,9,7,1
1779,4,1,2,Sales,Sales Executive,4,6029,5,No,3,6,2,2,2
1780,2,3,1,Sales,Sales Representative,2,2679,1,No,3,1,1,0,1
1782,4,2,1,Research & Development,Laboratory Technician,3,3702,1,No,3,5,5,4,0
1783,3,3,1,Research & Development,Laboratory Technician,1,2398,1,Yes,3,1,1,0,0
1784,1,2,2,Sales,Sales Executive,4,5468,1,No,3,13,12,7,5
1786,1,3,3,Research & Development,Manager,3,13116,2,No,3,15,2,2,2
1787,2,2,2,Sales,Sales Executive,2,4189,1,No,3,5,5,2,0
1789,3,3,5,Research & Development,Research Director,4,19328,7,Yes,3,24,2,1,2
1790,4,3,3,Research & Development,Healthcare Representative,1,8321,7,Yes,3,15,12,8,5
1792,3,3,1,Research & Development,Research Scientist,2,2342,1,Yes,3,6,5,3,2
1794,3,3,2,Human Resources,Human Resources,2,4071,2,No,3,19,10,0,4
1797,3,3,2,Sales,Sales Executive,4,5813,1,Yes,3,10,10,7,7
1798,4,4,1,Research & Development,Research Scientist,1,3143,6,No,3,14,10,8,7
1799,3,3,1,Research & Development,Research Scientist,4,2044,1,No,3,5,5,3,0
1800,3,3,3,Research & Development,Research Director,3,13464,7,No,4,9,4,3,2
1801,2,2,2,Sales,Sales Executive,2,7991,8,No,3,6,2,2,2
1802,3,3,1,Research & Development,Laboratory Technician,1,3377,4,No,3,7,4,3,0
1803,2,4,2,Research & Development,Healthcare Representative,1,5538,5,No,3,10,0,0,0
1804,2,3,2,Research & Development,Manufacturing Director,4,5762,2,No,3,15,7,7,1
1805,1,3,1,Human Resources,Human Resources,2,2592,5,No,3,13,11,10,3
1807,4,3,2,Research & Development,Laboratory Technician,1,5346,4,No,3,11,7,1,0
1809,4,3,2,Research & Development,Manufacturing Director,1,4213,1,No,3,10,10,3,0
1812,3,3,2,Sales,Sales Executive,4,4127,2,No,3,7,2,1,2
1813,1,3,1,Research & Development,Research Scientist,3,2438,4,No,3,7,3,2,1
1814,2,4,2,Research & Development,Healthcare Representative,2,6870,3,No,3,11,3,2,1
1815,3,3,3,Sales,Sales Executive,3,10447,0,Yes,3,23,22,14,13
1816,1,3,3,Research & Development,Manufacturing Director,3,9667,9,No,3,9,7,7,0
1818,4,3,1,Human Resources,Human Resources,2,2148,0,Yes,3,6,5,1,1
1821,4,3,2,Research & Development,Healthcare Representative,2,8926,4,No,4,13,9,7,3
1822,3,3,2,Research & Development,Healthcare Representative,4,6513,4,No,3,12,5,3,0
1823,2,4,2,Sales,Sales Executive,3,6799,1,No,4,10,10,8,4
1824,2,3,4,Sales,Manager,2,16291,4,No,4,37,16,9,14
1826,2,1,1,Research & Development,Laboratory Technician,3,2705,0,No,3,6,5,4,0
1827,3,2,3,Research & Development,Manufacturing Director,2,10333,8,Yes,3,28,22,11,14
1829,2,3,2,Research & Development,Healthcare Representative,1,4448,2,No,3,15,7,4,7
1830,4,3,2,Research & Development,Research Scientist,4,6854,4,No,3,14,7,1,1
1833,1,3,3,Sales,Sales Executive,1,9637,2,No,3,9,3,2,2
1834,3,3,1,Research & Development,Research Scientist,1,3591,1,No,4,3,3,2,1
1835,2,1,2,Sales,Sales Representative,4,5405,2,Yes,4,20,4,2,0
1836,3,3,2,Sales,Sales Executive,4,4684,1,No,3,5,5,3,1
1837,1,3,4,Research & Development,Research Director,3,15787,2,Yes,3,23,2,2,2
1839,2,3,1,Research & Development,Research Scientist,3,1514,1,No,3,0,0,0,0
1842,4,4,1,Human Resources,Human Resources,1,2956,0,No,3,2,1,0,0
1844,1,2,1,Human Resources,Human Resources,1,2335,4,Yes,3,4,2,2,2
1845,3,3,2,Sales,Sales Executive,3,5154,4,No,4,10,8,7,5
1847,4,3,2,Research & Development,Research Scientist,2,6962,4,Yes,4,15,1,0,0
1849,1,3,2,Sales,Sales Executive,4,5675,1,No,4,7,7,7,7
1850,4,3,1,Research & Development,Laboratory Technician,4,2379,0,Yes,3,6,5,4,0
1852,4,3,1,Research & Development,Laboratory Technician,4,3812,1,No,3,11,11,8,3
1853,4,3,2,Sales,Sales Executive,4,4648,8,No,3,4,0,0,0
1854,3,3,1,Research & Development,Research Scientist,3,2936,3,No,4,10,6,3,3
1856,2,3,1,Research & Development,Laboratory Technician,3,2105,4,No,3,7,2,2,2
1857,4,3,3,Research & Development,Manufacturing Director,4,8578,3,No,3,12,9,8,4
1858,3,3,1,Human Resources,Human Resources,4,2706,1,No,3,3,3,2,2
1859,4,1,2,Research & Development,Healthcare Representative,3,6384,8,No,3,11,7,0,1
1860,4,3,1,Research & Development,Laboratory Technician,3,3968,4,No,3,8,0,0,0
1862,3,2,2,Sales,Sales Executive,2,9907,7,Yes,3,7,2,2,2
1863,1,4,4,Sales,Sales Executive,1,13225,2,No,3,25,19,17,2
1864,2,2,2,Sales,Sales Representative,3,3540,1,No,4,9,9,8,5
1865,4,2,1,Human Resources,Human Resources,2,2804,1,No,3,1,1,0,0
1866,1,2,5,Research & Development,Manager,3,19392,7,No,3,21,16,12,6
1867,4,2,5,Research & Development,Research Director,2,19665,4,No,3,29,22,10,12
1868,4,2,1,Research & Development,Research Scientist,4,2439,1,Yes,4,1,1,0,1
1869,3,3,3,Sales,Sales Executive,2,7314,5,No,4,14,8,7,0
1870,4,2,1,Research & Development,Research Scientist,1,4774,0,No,3,8,7,6,7
1871,4,3,2,Research & Development,Research Scientist,4,3902,8,No,3,7,2,2,2
1873,2,2,1,Research & Development,Research Scientist,4,2662,8,No,4,19,5,2,0
1875,2,3,1,Sales,Sales Representative,2,2856,1,No,3,1,1,0,0
1876,2,3,1,Sales,Sales Representative,4,1081,1,No,3,1,1,0,0
1878,4,3,1,Research & Development,Research Scientist,2,2472,1,Yes,4,1,1,0,0
1880,2,2,2,Sales,Sales Executive,3,5673,1,Yes,3,10,10,9,1
1881,2,3,2,Research & Development,Laboratory Technician,3,4197,1,No,3,10,10,8,0
1882,3,3,3,Sales,Sales Executive,4,9713,2,Yes,3,9,5,3,1
1883,4,3,1,Research & Development,Laboratory Technician,1,2062,3,No,3,11,3,2,1
1885,4,3,2,Research & Development,Research Scientist,1,4284,5,Yes,4,16,5,3,0
1886,4,2,2,Research & Development,Manufacturing Director,2,4788,0,Yes,3,4,3,2,0
1888,2,2,2,Research & Development,Manufacturing Director,4,5906,0,No,3,10,9,8,3
1890,2,2,2,Human Resources,Human Resources,4,3886,1,No,4,10,10,1,0
1892,1,3,4,Research & Development,Manager,1,16823,2,No,3,22,19,7,11
1893,2,2,1,Research & Development,Research Scientist,3,2933,1,Yes,3,1,1,0,1
1898,1,4,2,Sales,Sales Executive,3,6500,0,No,3,9,8,7,0
1900,4,3,4,Research & Development,Manager,4,17174,3,No,3,24,22,17,4
1903,2,4,2,Research & Development,Healthcare Representative,1,5033,2,No,3,10,2,0,2
1905,4,1,1,Research & Development,Research Scientist,1,2307,1,Yes,4,5,5,2,3
