EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,EnvironmentSatisfaction,JobInvolvement,JobLevel,Department,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceLevel
878,36,8,3,Life Sciences,Male,Married,No,1,2,1,Human Resources,Human Resources,1,2342,0,No,4,6,5,4,0,Entry
879,25,3,1,Other,Male,Married,No,3,3,2,Sales,Sales Executive,1,4194,1,Yes,3,5,5,3,0,Entry
880,35,9,3,Life Sciences,Female,Married,No,4,2,3,Research & Development,Manufacturing Director,3,10685,1,Yes,4,17,17,14,5,Senior
881,35,25,4,Life Sciences,Female,Divorced,Yes,4,3,1,Research & Development,Research Scientist,2,2022,1,Yes,3,10,10,2,7,Intermediate
882,32,1,3,Life Sciences,Male,Divorced,No,4,3,1,Research & Development,Laboratory Technician,4,2314,0,No,3,4,3,0,0,Entry
885,25,4,1,Marketing,Male,Married,No,3,2,2,Sales,Sales Executive,1,4256,1,No,3,5,5,2,0,Entry
887,49,1,3,Technical Degree,Female,Married,No,3,3,1,Research & Development,Research Scientist,1,3580,2,No,3,7,4,2,0,Entry
888,24,4,1,Life Sciences,Male,Married,No,1,2,1,Research & Development,Laboratory Technician,4,3162,0,No,3,6,5,2,3,Entry
889,32,5,2,Life Sciences,Male,Married,No,2,3,2,Sales,Sales Executive,2,6524,1,No,3,10,10,8,5,Intermediate
893,38,9,3,Marketing,Male,Married,No,2,2,1,Sales,Sales Representative,2,2899,0,No,3,3,2,2,1,Entry
894,42,3,3,Life Sciences,Female,Married,No,3,4,2,Research & Development,Laboratory Technician,4,5231,2,Yes,3,17,5,3,1,Senior
895,31,11,4,Life Sciences,Male,Married,No,4,3,1,Research & Development,Research Scientist,4,2356,3,Yes,3,8,6,4,0,Entry
896,29,1,3,Medical,Female,Divorced,Yes,2,2,1,Sales,Sales Representative,3,2800,6,Yes,3,5,3,2,0,Entry
897,53,8,3,Marketing,Male,Married,No,1,3,4,Sales,Sales Executive,4,11836,5,No,3,28,2,0,2,Senior
899,35,25,3,Technical Degree,Male,Married,No,4,2,3,Research & Development,Manufacturing Director,2,10903,3,No,3,16,13,10,4,Senior
900,37,21,2,Medical,Female,Married,No,3,3,1,Sales,Sales Representative,4,2973,5,No,3,10,5,4,0,Intermediate
901,53,23,4,Life Sciences,Female,Single,No,4,3,4,Research & Development,Research Director,4,14275,6,No,3,33,12,9,3,Senior
902,43,1,3,Life Sciences,Female,Married,No,4,3,2,Research & Development,Healthcare Representative,4,5562,4,No,3,12,5,2,2,Intermediate
903,47,2,2,Marketing,Female,Married,No,3,3,2,Sales,Sales Executive,4,4537,0,Yes,4,8,7,6,7,Entry
904,37,19,2,Medical,Male,Single,No,1,3,3,Sales,Sales Executive,2,7642,1,Yes,3,10,10,0,0,Intermediate
905,50,2,4,Life Sciences,Male,Divorced,No,1,3,4,Research & Development,Manager,1,17924,1,No,3,31,31,6,14,Senior
909,39,2,3,Life Sciences,Female,Married,No,4,2,2,Human Resources,Human Resources,4,5204,8,No,3,13,5,4,0,Intermediate
910,33,3,2,Human Resources,Male,Divorced,No,4,3,1,Human Resources,Human Resources,2,2277,3,Yes,3,7,4,3,0,Entry
911,32,25,4,Life Sciences,Male,Single,Yes,1,3,1,Research & Development,Laboratory Technician,4,2795,1,Yes,4,1,1,0,0,Entry
912,29,7,1,Medical,Female,Divorced,No,1,2,1,Research & Development,Laboratory Technician,4,2532,6,No,3,8,4,3,0,Entry
913,44,9,2,Life Sciences,Male,Married,No,2,3,1,Research & Development,Research Scientist,1,2559,1,Yes,3,8,8,7,7,Entry
916,28,5,4,Medical,Male,Single,No,1,3,2,Sales,Sales Executive,4,4908,1,No,3,4,4,2,0,Entry
918,58,2,1,Life Sciences,Male,Divorced,Yes,4,2,1,Research & Development,Laboratory Technician,4,2380,9,Yes,3,3,1,0,0,Entry
920,43,8,3,Life Sciences,Female,Divorced,No,1,3,2,Research & Development,Manufacturing Director,2,4765,4,No,4,4,1,0,0,Entry
922,20,2,3,Medical,Female,Single,Yes,3,2,1,Sales,Sales Representative,3,2044,1,No,3,2,2,2,0,Entry
923,21,18,1,Other,Female,Single,Yes,4,3,1,Research & Development,Research Scientist,4,2693,1,No,3,1,1,0,0,Entry
924,36,14,1,Life Sciences,Male,Married,No,3,3,2,Research & Development,Healthcare Representative,4,6586,0,Yes,3,17,16,8,4,Senior
925,47,2,4,Life Sciences,Female,Single,No,4,2,1,Sales,Sales Representative,4,3294,1,Yes,3,3,3,2,1,Entry
926,22,3,1,Life Sciences,Female,Married,Yes,2,3,2,Research & Development,Manufacturing Director,3,4171,0,Yes,3,4,3,2,0,Entry
927,41,2,4,Life Sciences,Female,Divorced,Yes,2,1,1,Research & Development,Laboratory Technician,4,2778,4,Yes,3,10,7,7,1,Intermediate
930,28,9,3,Medical,Female,Divorced,No,3,3,1,Research & Development,Research Scientist,3,2377,5,No,3,6,2,2,2,Entry
932,39,6,3,Medical,Male,Married,Yes,4,3,1,Research & Development,Laboratory Technician,1,2404,7,Yes,4,8,2,2,2,Entry
933,27,4,3,Life Sciences,Female,Single,No,2,3,1,Research & Development,Research Scientist,3,2318,1,No,3,1,1,1,0,Entry
934,34,10,3,Life Sciences,Male,Divorced,No,2,3,1,Research & Development,Laboratory Technician,2,2008,1,No,3,1,1,0,1,Entry
936,42,14,2,Medical,Female,Single,No,3,2,2,Sales,Sales Executive,3,6244,7,No,3,10,5,4,0,Intermediate
939,33,1,4,Other,Male,Single,No,3,2,1,Research & Development,Research Scientist,1,2799,3,Yes,3,6,3,2,0,Entry
940,58,5,3,Technical Degree,Female,Divorced,No,3,2,3,Research & Development,Healthcare Representative,2,10552,2,Yes,3,24,6,0,0,Senior
941,31,7,4,Life Sciences,Male,Married,No,2,2,1,Sales,Sales Representative,3,2329,3,No,3,13,7,7,5,Intermediate
942,35,21,1,Life Sciences,Female,Married,No,4,3,2,Research & Development,Healthcare Representative,4,4014,1,Yes,4,10,10,6,0,Intermediate
944,49,8,2,Other,Female,Married,No,1,3,3,Research & Development,Laboratory Technician,2,7403,4,No,3,29,26,9,1,Senior
945,48,20,4,Medical,Male,Married,No,4,3,1,Research & Development,Research Scientist,3,2259,4,No,3,13,0,0,0,Intermediate
947,31,20,2,Marketing,Female,Married,No,4,3,2,Sales,Sales Executive,3,6932,1,No,3,9,9,8,0,Entry
949,36,7,4,Other,Male,Single,No,2,3,1,Research & Development,Research Scientist,4,4678,2,No,3,8,6,2,0,Entry
950,38,1,3,Technical Degree,Female,Married,No,4,3,3,Research & Development,Research Director,1,13582,1,No,3,15,15,12,5,Entry
951,32,1,3,Life Sciences,Female,Married,No,3,2,1,Research & Development,Laboratory Technician,2,2332,6,No,4,5,3,0,0,Entry
952,25,19,2,Marketing,Male,Married,Yes,3,2,1,Sales,Sales Representative,2,2413,1,Yes,3,1,1,0,0,Entry
954,40,10,4,Marketing,Male,Divorced,No,1,2,3,Sales,Sales Executive,2,9705,2,No,3,11,1,0,0,Intermediate
956,26,1,3,Medical,Male,Single,No,3,2,2,Sales,Sales Executive,1,4294,1,No,3,7,7,7,0,Entry
957,41,6,3,Medical,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,1,4721,2,Yes,3,20,18,13,2,Senior
958,36,2,4,Medical,Male,Single,No,3,3,1,Research & Development,Laboratory Technician,3,2519,4,No,4,16,11,8,3,Senior
959,19,21,3,Other,Male,Single,Yes,4,2,1,Sales,Sales Representative,2,2121,1,Yes,3,1,1,0,0,Entry
960,20,4,3,Technical Degree,Male,Single,Yes,1,3,1,Research & Development,Laboratory Technician,1,2973,1,No,3,1,1,0,0,Entry
961,31,12,3,Medical,Female,Married,No,4,3,2,Research & Development,Healthcare Representative,4,5855,0,Yes,3,10,9,7,8,Intermediate
964,40,9,4,Medical,Male,Divorced,No,4,3,1,Research & Development,Research Scientist,2,3617,8,Yes,3,3,1,1,0,Entry
966,32,3,4,Medical,Female,Married,No,3,3,2,Research & Development,Manufacturing Director,1,6725,1,No,3,8,8,7,6,Entry
967,36,3,1,Life Sciences,Male,Married,Yes,3,2,3,Sales,Sales Executive,4,10325,1,Yes,3,16,16,7,3,Senior
969,33,1,3,Life Sciences,Female,Single,No,2,2,2,Research & Development,Healthcare Representative,4,6949,0,No,3,6,5,0,1,Entry
970,37,1,4,Life Sciences,Male,Married,Yes,1,2,3,Sales,Sales Executive,3,10609,5,No,3,17,14,1,11,Senior
972,45,4,2,Life Sciences,Male,Married,No,3,3,2,Research & Development,Laboratory Technician,2,4447,1,No,3,9,9,7,0,Entry
974,29,20,3,Technical Degree,Female,Married,No,3,3,1,Sales,Sales Representative,4,2157,1,No,3,3,3,1,0,Entry
975,35,18,3,Medical,Female,Married,No,3,3,2,Sales,Sales Executive,3,4601,1,No,3,5,5,2,1,Entry
976,52,1,2,Life Sciences,Male,Married,No,4,3,4,Research & Development,Manager,4,17099,2,No,3,26,9,8,7,Senior
977,58,2,3,Technical Degree,Male,Single,Yes,4,3,1,Research & Development,Research Scientist,3,2479,4,No,4,7,1,0,0,Entry
981,53,2,2,Medical,Male,Divorced,No,3,3,4,Sales,Manager,3,14852,6,No,3,22,17,13,15,Senior
982,30,8,2,Other,Male,Divorced,No,3,3,3,Sales,Sales Executive,3,7264,5,No,3,10,8,4,7,Intermediate
983,38,10,3,Technical Degree,Female,Single,No,3,3,2,Sales,Sales Executive,4,5666,1,Yes,3,6,5,3,1,Entry
984,35,3,4,Life Sciences,Male,Divorced,No,4,3,3,Sales,Sales Executive,4,7823,6,No,3,12,10,9,0,Intermediate
985,39,2,5,Life Sciences,Male,Single,No,1,4,3,Sales,Sales Executive,3,7880,0,No,3,9,8,7,0,Entry
986,40,24,3,Life Sciences,Female,Single,Yes,2,4,4,Sales,Sales Executive,2,13194,4,Yes,3,22,1,0,0,Senior
987,47,16,4,Medical,Male,Divorced,No,3,4,2,Research & Development,Manufacturing Director,3,5067,1,Yes,3,20,19,10,2,Senior
990,36,8,4,Technical Degree,Male,Divorced,No,1,3,2,Sales,Sales Executive,4,5079,4,No,3,12,7,7,0,Intermediate
991,31,9,2,Medical,Male,Single,Yes,3,2,1,Research & Development,Research Scientist,1,2321,0,Yes,4,4,3,2,1,Entry
992,33,17,3,Life Sciences,Male,Single,No,4,3,4,Sales,Manager,3,17444,1,No,3,10,10,8,6,Intermediate
994,29,10,3,Life Sciences,Female,Single,Yes,4,2,1,Research & Development,Research Scientist,1,2404,6,Yes,4,3,0,0,0,Entry
995,33,13,1,Life Sciences,Female,Single,No,2,3,1,Research & Development,Research Scientist,4,3452,3,No,3,5,3,2,0,Entry
996,45,1,4,Medical,Female,Divorced,No,4,3,1,Research & Development,Laboratory Technician,4,2270,3,No,3,8,5,3,0,Entry
997,50,1,2,Medical,Male,Divorced,No,4,3,4,Research & Development,Research Director,4,17399,9,No,4,32,5,4,1,Senior
998,33,1,4,Other,Female,Married,No,3,4,2,Research & Development,Healthcare Representative,2,5488,1,Yes,3,6,6,5,1,Entry
999,41,9,3,Medical,Male,Divorced,No,1,3,5,Research & Development,Research Director,3,19419,2,No,3,21,18,16,0,Senior
1001,27,16,4,Technical Degree,Female,Married,No,3,3,1,Research & Development,Laboratory Technician,2,2811,9,No,3,4,2,2,2,Entry
1002,45,23,2,Life Sciences,Male,Married,No,4,3,2,Research & Development,Laboratory Technician,1,3633,1,Yes,3,9,9,8,0,Entry
1003,47,4,2,Life Sciences,Female,Single,No,4,3,2,Sales,Sales Executive,4,4163,1,Yes,3,9,9,0,0,Entry
1004,30,22,3,Life Sciences,Female,Married,Yes,1,3,1,Research & Development,Research Scientist,3,2132,4,Yes,3,7,5,2,0,Entry
1005,50,24,3,Life Sciences,Male,Married,No,4,3,4,Research & Development,Manufacturing Director,3,13973,3,Yes,3,22,12,11,1,Senior
1006,38,10,1,Medical,Male,Married,No,3,3,1,Research & Development,Research Scientist,3,2684,0,No,3,3,2,1,0,Entry
1007,46,7,2,Medical,Male,Divorced,No,4,3,3,Research & Development,Manufacturing Director,3,10845,6,No,3,13,8,7,0,Intermediate
1009,24,17,1,Medical,Female,Divorced,No,4,2,2,Research & Development,Manufacturing Director,3,4377,1,No,3,5,4,2,3,Entry
1010,35,14,4,Other,Male,Divorced,Yes,3,2,1,Research & Development,Laboratory Technician,2,3743,1,Yes,4,5,4,2,0,Entry
1011,31,1,1,Life Sciences,Female,Married,No,3,3,2,Research & Development,Manufacturing Director,1,4148,1,No,3,4,4,3,0,Entry
1012,18,5,2,Life Sciences,Male,Single,No,2,3,1,Research & Development,Research Scientist,4,1051,1,No,3,0,0,0,0,Entry
1013,54,17,3,Technical Degree,Female,Married,No,3,3,3,Research & Development,Manufacturing Director,3,10739,8,No,3,22,10,7,0,Senior
1014,35,25,4,Medical,Female,Divorced,No,3,3,3,Research & Development,Healthcare Representative,3,10388,1,Yes,3,16,16,10,10,Senior
1015,30,8,2,Life Sciences,Female,Married,No,2,4,3,Research & Development,Research Director,1,11416,0,Yes,3,9,8,7,1,Entry
1016,20,11,3,Medical,Female,Single,Yes,4,2,1,Research & Development,Research Scientist,1,2600,1,Yes,3,1,1,0,0,Entry
1017,30,5,3,Medical,Female,Single,Yes,2,3,1,Research & Development,Laboratory Technician,2,2422,0,No,3,4,3,2,1,Entry
1018,26,2,2,Medical,Male,Married,No,4,4,2,Research & Development,Manufacturing Director,4,5472,1,No,3,8,8,7,1,Entry
1019,22,8,1,Life Sciences,Male,Married,No,2,1,1,Research & Development,Laboratory Technician,1,2451,1,No,3,4,4,3,1,Entry
1022,48,6,3,Life Sciences,Male,Single,No,1,2,2,Research & Development,Healthcare Representative,3,4240,2,No,3,19,2,2,2,Senior
1024,48,4,4,Life Sciences,Male,Single,No,3,2,3,Research & Development,Healthcare Representative,3,10999,7,No,3,27,15,11,4,Senior
1025,41,7,2,Medical,Female,Single,No,4,3,2,Research & Development,Manufacturing Director,3,5003,6,No,3,8,2,2,2,Entry
1026,39,1,1,Life Sciences,Female,Married,No,4,2,4,Research & Development,Manufacturing Director,4,12742,1,No,3,21,21,6,11,Senior
1027,27,2,4,Life Sciences,Female,Married,No,1,3,2,Research & Development,Manufacturing Director,4,4227,0,No,3,4,3,2,2,Entry
1028,35,10,3,Other,Male,Divorced,No,2,3,1,Research & Development,Laboratory Technician,4,3917,1,No,4,3,3,2,1,Entry
1029,42,5,2,Marketing,Male,Married,No,4,3,5,Sales,Manager,3,18303,6,No,3,21,1,0,0,Senior
1030,50,9,3,Life Sciences,Male,Married,No,1,3,1,Research & Development,Laboratory Technician,4,2380,4,No,3,8,1,0,0,Entry
1032,59,2,3,Life Sciences,Female,Single,No,3,2,4,Research & Development,Manufacturing Director,4,13726,3,Yes,3,30,5,3,4,Senior
1033,37,11,2,Medical,Female,Married,Yes,1,1,2,Research & Development,Healthcare Representative,2,4777,5,No,3,15,1,0,0,Entry
1034,55,18,4,Medical,Male,Married,No,3,3,2,Research & Development,Healthcare Representative,2,6385,3,Yes,3,17,8,7,6,Senior
1035,41,7,1,Life Sciences,Female,Divorced,No,2,1,5,Research & Development,Research Director,3,19973,1,No,4,21,21,16,5,Senior
1036,38,3,4,Life Sciences,Male,Single,No,2,3,2,Sales,Sales Executive,4,6861,8,Yes,3,19,1,0,0,Senior
1037,26,29,2,Medical,Male,Single,Yes,2,1,2,Sales,Sales Executive,1,4969,8,No,3,7,2,2,2,Entry
1038,52,2,1,Marketing,Female,Married,Yes,1,1,5,Sales,Manager,4,19845,1,No,3,33,32,14,6,Senior
1039,44,28,3,Medical,Female,Married,No,4,4,4,Sales,Sales Executive,4,13320,3,Yes,3,23,12,11,11,Senior
1040,50,1,3,Life Sciences,Female,Married,No,4,3,2,Sales,Sales Executive,3,6347,0,No,3,19,18,7,0,Senior
1042,36,16,4,Life Sciences,Female,Single,Yes,3,4,1,Research & Development,Laboratory Technician,1,2743,1,No,3,18,17,13,15,Senior
1043,39,22,3,Medical,Female,Single,No,4,3,3,Research & Development,Manufacturing Director,1,10880,1,Yes,3,21,21,6,2,Senior
1044,33,8,1,Life Sciences,Female,Single,No,2,2,1,Sales,Sales Representative,4,2342,0,No,3,3,2,2,2,Entry
1045,45,11,2,Life Sciences,Female,Married,No,4,3,4,Sales,Manager,4,17650,3,No,3,26,9,3,1,Senior
1046,32,29,4,Medical,Female,Single,No,4,3,1,Research & Development,Laboratory Technician,3,4025,9,No,3,10,8,7,7,Intermediate
1047,34,1,4,Marketing,Male,Divorced,No,2,4,2,Sales,Sales Executive,4,9725,0,No,3,16,15,1,0,Senior
1048,59,1,2,Technical Degree,Male,Married,No,2,3,3,Sales,Manager,4,11904,3,Yes,3,14,6,4,0,Intermediate
1049,45,24,4,Medical,Male,Single,No,2,3,1,Human Resources,Human Resources,2,2177,1,No,3,6,6,3,0,Entry
1050,53,2,3,Marketing,Female,Married,No,3,2,3,Sales,Sales Executive,2,7525,2,No,3,30,15,7,6,Senior
1052,36,15,3,Other,Male,Divorced,Yes,1,3,2,Research & Development,Laboratory Technician,3,4834,7,No,3,9,1,0,0,Entry
1053,26,2,3,Life Sciences,Male,Married,Yes,1,3,1,Research & Development,Research Scientist,1,2042,6,Yes,3,6,3,2,1,Entry
1055,34,10,4,Life Sciences,Female,Married,No,3,3,1,Sales,Sales Representative,3,2220,1,Yes,3,1,1,1,0,Entry
1056,28,10,1,Medical,Male,Married,No,4,3,1,Sales,Sales Representative,2,1052,1,No,4,1,1,0,0,Entry
1060,38,3,4,Other,Male,Married,No,3,3,1,Research & Development,Research Scientist,3,2821,3,No,3,8,2,2,2,Entry
1061,50,2,4,Medical,Male,Married,No,2,3,5,Research & Development,Research Director,3,19237,2,Yes,3,29,8,1,7,Senior
1062,37,3,3,Other,Female,Single,No,4,3,2,Research & Development,Healthcare Representative,2,4107,3,No,3,8,4,3,0,Entry
1066,40,26,3,Marketing,Male,Married,No,3,3,2,Sales,Sales Executive,1,8396,1,No,3,8,7,7,7,Entry
1068,26,1,1,Medical,Female,Divorced,No,1,2,1,Research & Development,Research Scientist,3,2007,1,No,3,5,5,3,1,Entry
1069,46,1,4,Medical,Male,Divorced,No,4,3,5,Research & Development,Research Director,4,19627,9,No,3,23,2,2,2,Senior
1070,54,2,4,Life Sciences,Female,Married,No,3,2,3,Sales,Sales Executive,3,10686,6,No,3,13,9,4,7,Intermediate
1071,56,9,3,Medical,Female,Married,No,1,3,1,Research & Development,Research Scientist,3,2942,2,No,3,18,5,4,0,Senior
1073,36,12,5,Medical,Female,Single,No,4,2,3,Research & Development,Manufacturing Director,4,8858,0,No,3,15,14,8,7,Entry
1074,55,2,1,Medical,Male,Single,No,3,2,4,Research & Development,Manager,1,16756,7,No,3,31,9,7,6,Senior
1076,43,25,3,Medical,Male,Divorced,No,3,2,3,Sales,Sales Executive,4,10798,5,No,3,18,1,0,0,Senior
1077,20,9,3,Marketing,Female,Single,Yes,4,3,1,Sales,Sales Representative,4,2323,1,Yes,3,2,2,2,0,Entry
1079,21,10,3,Life Sciences,Female,Single,Yes,3,2,1,Research & Development,Laboratory Technician,1,1416,1,No,3,1,1,0,1,Entry
1080,46,8,4,Life Sciences,Female,Divorced,No,4,2,2,Research & Development,Research Scientist,1,4615,8,Yes,4,19,16,13,1,Senior
1081,51,4,4,Life Sciences,Male,Married,Yes,1,3,1,Research & Development,Research Scientist,3,2461,9,Yes,3,18,10,0,2,Senior
1082,28,24,2,Technical Degree,Male,Single,Yes,2,2,3,Research & Development,Healthcare Representative,1,8722,1,No,3,10,10,7,1,Intermediate
1083,26,1,2,Medical,Male,Married,No,1,2,1,Research & Development,Laboratory Technician,1,3955,1,No,3,6,5,3,1,Entry
1084,30,20,3,Other,Male,Married,No,3,3,2,Research & Development,Manufacturing Director,1,9957,0,No,3,7,6,2,0,Entry
1085,41,7,2,Technical Degree,Female,Married,No,2,4,1,Research & Development,Research Scientist,3,3376,1,No,3,10,10,6,0,Intermediate
1088,38,17,1,Life Sciences,Female,Married,No,3,2,3,Research & Development,Healthcare Representative,3,8823,0,No,3,20,19,9,1,Senior
1092,40,20,4,Technical Degree,Male,Married,No,1,3,3,Research & Development,Healthcare Representative,4,10322,4,No,4,14,11,10,11,Intermediate
1094,27,8,5,Life Sciences,Male,Married,No,1,1,1,Research & Development,Laboratory Technician,3,4621,1,No,3,3,3,2,1,Entry
1096,55,2,1,Life Sciences,Male,Married,No,4,3,3,Research & Development,Manufacturing Director,2,10976,3,No,3,23,3,2,1,Senior
1097,28,10,3,Other,Female,Single,No,3,3,2,Research & Development,Research Scientist,3,3660,3,No,3,10,8,7,1,Intermediate
1098,44,1,2,Medical,Male,Married,Yes,2,2,3,Human Resources,Human Resources,1,10482,9,No,3,24,20,6,3,Senior
1099,33,5,3,Life Sciences,Male,Divorced,No,4,2,3,Research & Development,Healthcare Representative,4,7119,4,No,3,9,3,2,1,Entry
1100,35,4,3,Technical Degree,Male,Single,Yes,4,3,3,Sales,Sales Executive,1,9582,0,Yes,4,9,8,7,4,Entry
1101,33,29,4,Medical,Female,Single,Yes,1,2,2,Research & Development,Research Scientist,3,4508,1,No,4,14,13,7,3,Intermediate
1102,28,15,2,Life Sciences,Male,Divorced,No,1,3,1,Research & Development,Laboratory Technician,3,2207,1,No,3,4,4,2,2,Entry
1103,34,3,1,Life Sciences,Male,Single,No,1,3,2,Research & Development,Healthcare Representative,4,7756,0,No,3,7,6,2,0,Entry
1105,37,10,4,Life Sciences,Female,Divorced,No,4,2,2,Sales,Sales Executive,4,6694,2,Yes,3,8,1,0,0,Entry
1106,25,4,1,Technical Degree,Male,Married,Yes,4,3,1,Research & Development,Laboratory Technician,4,3691,1,Yes,3,7,7,7,5,Entry
1107,26,21,3,Medical,Male,Divorced,Yes,1,3,1,Research & Development,Laboratory Technician,3,2377,1,No,4,1,1,1,0,Entry
1108,33,25,3,Medical,Male,Single,Yes,1,2,1,Research & Development,Research Scientist,2,2313,4,Yes,4,5,2,2,2,Entry
1109,42,2,2,Medical,Male,Married,No,4,3,4,Research & Development,Manager,1,17665,0,No,3,23,22,6,13,Senior
1111,28,1,3,Medical,Male,Divorced,Yes,1,2,1,Research & Development,Laboratory Technician,2,2596,1,No,3,1,1,0,0,Entry
1113,50,1,4,Other,Male,Single,Yes,4,3,2,Sales,Sales Executive,3,4728,3,Yes,3,5,0,0,0,Entry
1114,33,7,3,Life Sciences,Female,Married,No,4,3,2,Sales,Sales Executive,2,4302,0,No,3,4,3,2,0,Entry
1115,34,3,4,Life Sciences,Male,Married,No,3,2,1,Research & Development,Research Scientist,4,2979,3,No,3,6,0,0,0,Entry
1116,48,1,4,Medical,Male,Single,No,1,4,4,Research & Development,Manager,4,16885,2,No,4,27,5,4,2,Senior
1117,45,9,4,Life Sciences,Female,Married,No,2,2,2,Sales,Sales Executive,3,5593,1,No,3,15,15,10,4,Entry
1118,52,7,4,Life Sciences,Male,Single,No,2,3,3,Research & Development,Healthcare Representative,2,10445,7,No,3,18,8,6,4,Senior
1119,38,10,4,Marketing,Male,Divorced,No,3,2,3,Sales,Sales Executive,3,8740,0,Yes,3,9,8,7,2,Entry
1120,29,28,4,Life Sciences,Female,Divorced,No,3,3,1,Research & Development,Research Scientist,4,2514,4,No,4,11,7,5,1,Intermediate
1121,28,3,3,Medical,Female,Divorced,No,4,3,3,Research & Development,Manufacturing Director,2,7655,0,No,3,10,9,7,1,Intermediate
1124,46,3,1,Marketing,Male,Married,No,1,3,4,Sales,Manager,3,17465,3,No,3,23,12,9,4,Senior
1125,38,2,2,Marketing,Male,Single,No,4,3,3,Sales,Sales Executive,2,7351,7,No,3,10,1,0,0,Intermediate
1126,43,27,3,Life Sciences,Female,Married,No,3,3,3,Research & Development,Manufacturing Director,1,10820,8,No,3,18,8,7,0,Senior
1127,39,2,3,Life Sciences,Male,Divorced,Yes,1,3,4,Research & Development,Healthcare Representative,4,12169,7,No,3,21,18,7,11,Senior
1128,40,14,3,Medical,Male,Single,No,3,2,5,Research & Development,Research Director,3,19626,1,No,3,21,20,7,4,Senior
1131,21,1,1,Technical Degree,Female,Single,No,4,2,1,Research & Development,Research Scientist,2,2070,1,Yes,3,2,2,2,2,Entry
1132,39,9,3,Life Sciences,Male,Single,No,3,3,2,Research & Development,Laboratory Technician,2,6782,9,No,3,9,5,4,0,Entry
1133,36,18,4,Life Sciences,Male,Single,No,1,3,2,Research & Development,Manufacturing Director,4,7779,2,No,4,18,11,9,0,Senior
1135,31,20,3,Life Sciences,Male,Married,No,3,4,1,Sales,Sales Representative,4,2791,0,No,3,3,2,2,2,Entry
1136,28,2,1,Life Sciences,Male,Married,No,1,2,1,Research & Development,Research Scientist,2,3201,0,No,3,6,5,3,0,Entry
1137,35,11,2,Marketing,Male,Divorced,No,4,3,2,Sales,Sales Executive,4,4968,1,No,3,5,5,2,0,Entry
1138,49,8,4,Technical Degree,Male,Married,No,4,2,4,Sales,Sales Executive,2,13120,6,No,3,22,9,8,2,Senior
1140,34,2,2,Life Sciences,Male,Single,No,4,3,2,Research & Development,Manufacturing Director,3,4033,2,No,3,5,3,2,0,Entry
1143,29,10,3,Life Sciences,Female,Divorced,No,4,3,1,Research & Development,Research Scientist,2,3291,0,No,3,8,7,5,1,Entry
1148,42,29,3,Medical,Male,Single,No,2,1,2,Research & Development,Laboratory Technician,4,4272,4,No,3,16,1,0,0,Senior
1150,29,8,1,Medical,Male,Married,No,2,2,2,Research & Development,Manufacturing Director,4,5056,1,Yes,3,10,10,7,1,Intermediate
1152,38,1,3,Human Resources,Male,Married,No,3,4,1,Human Resources,Human Resources,3,2844,1,No,3,7,7,6,5,Entry
1154,28,6,3,Life Sciences,Male,Divorced,No,3,2,1,Research & Development,Research Scientist,3,2703,1,Yes,3,3,3,1,0,Entry
1156,18,8,1,Medical,Male,Single,Yes,3,3,1,Research & Development,Laboratory Technician,3,1904,1,No,3,0,0,0,0,Entry
1157,33,9,4,Marketing,Female,Single,Yes,1,3,2,Sales,Sales Executive,1,8224,0,Yes,3,6,5,2,0,Entry
1158,41,12,4,Life Sciences,Male,Married,No,2,3,1,Research & Development,Laboratory Technician,4,4766,3,Yes,3,6,1,0,0,Entry
1160,31,15,3,Medical,Male,Married,Yes,3,3,1,Research & Development,Laboratory Technician,3,2610,1,No,3,2,2,2,2,Entry
1161,37,25,2,Medical,Female,Divorced,No,3,2,2,Research & Development,Healthcare Representative,4,5731,7,No,3,9,6,2,1,Entry
1162,27,6,3,Life Sciences,Male,Married,No,4,2,1,Research & Development,Research Scientist,3,2539,1,No,3,4,4,2,2,Entry
1163,34,9,1,Life Sciences,Female,Married,No,2,3,2,Sales,Sales Executive,3,5714,1,No,4,6,6,5,1,Entry
1164,35,8,4,Technical Degree,Male,Single,No,3,3,1,Human Resources,Human Resources,3,4323,1,No,3,6,5,4,1,Entry
1165,29,23,1,Life Sciences,Female,Married,Yes,4,2,3,Sales,Sales Executive,1,7336,1,No,3,11,11,8,3,Intermediate
1166,40,9,4,Medical,Female,Single,No,2,3,3,Research & Development,Research Director,3,13499,9,No,3,20,18,7,2,Senior
1167,42,12,3,Life Sciences,Male,Single,Yes,3,3,4,Sales,Sales Executive,1,13758,0,Yes,3,22,21,9,13,Senior
1171,42,4,4,Marketing,Male,Single,No,2,3,2,Sales,Sales Executive,1,5155,7,No,3,9,6,4,1,Entry
1172,35,1,4,Medical,Male,Married,No,4,2,1,Research & Development,Laboratory Technician,3,2258,6,No,3,10,8,0,1,Intermediate
1173,24,24,3,Medical,Male,Single,No,4,3,1,Research & Development,Laboratory Technician,2,3597,8,No,4,6,4,3,1,Entry
